t_hw,pos_m,setpoint_m,servo_deg
18.972,0.1497,0.15,96
18.977,0.1489,0.15,96
18.982,0.1493,0.15,96
18.987,0.1496,0.15,96
18.991,0.1499,0.15,96
18.996,0.15,0.15,96
19.001,0.1492,0.15,96
19.006,0.1496,0.15,96
19.011,0.1509,0.15,96
19.016,0.152,0.15,96
19.021,0.1516,0.15,96
19.026,0.1516,0.15,96
19.031,0.1506,0.15,96
19.036,0.1506,0.15,96
19.04,0.1511,0.15,96
19.045,0.1502,0.15,96
19.05,0.1495,0.15,96
19.055,0.1487,0.15,96
19.06,0.1492,0.15,96
19.065,0.1497,0.15,96
19.07,0.149,0.15,96
19.074,0.1505,0.15,96
19.079,0.1505,0.15,96
19.084,0.1505,0.15,96
19.089,0.1506,0.15,96
19.094,0.1505,0.15,96
19.099,0.1499,0.15,96
19.103,0.1501,0.15,96
19.108,0.1502,0.15,96
19.113,0.1503,0.15,96
19.118,0.1509,0.15,96
19.123,0.1508,0.15,96
19.128,0.1519,0.15,96
19.133,0.1516,0.15,96
19.138,0.1504,0.15,96
19.143,0.1505,0.15,96
19.148,0.1507,0.15,96
19.153,0.1507,0.15,96
19.158,0.1507,0.15,96
19.163,0.1507,0.15,96
19.167,0.1507,0.15,96
19.172,0.1518,0.15,96
19.177,0.1502,0.15,96
19.182,0.1495,0.15,96
19.187,0.1498,0.15,96
19.192,0.15,0.15,96
19.196,0.1493,0.15,96
19.201,0.1496,0.15,96
19.206,0.1498,0.15,96
19.211,0.1503,0.15,96
19.216,0.1504,0.15,96
19.221,0.1504,0.15,96
19.226,0.1505,0.15,96
19.231,0.1505,0.15,96
19.235,0.1505,0.15,96
19.241,0.1506,0.15,96
19.245,0.1505,0.15,96
19.25,0.1506,0.15,96
19.255,0.1496,0.15,96
19.26,0.1492,0.15,96
19.265,0.1496,0.15,96
19.27,0.1498,0.15,96
19.275,0.149,0.15,96
19.279,0.1494,0.15,96
19.284,0.1487,0.15,96
19.289,0.1492,0.15,96
19.294,0.1496,0.15,96
19.299,0.1491,0.15,96
19.304,0.1495,0.15,96
19.309,0.1489,0.15,96
19.314,0.1493,0.15,96
19.319,0.1492,0.15,96
19.323,0.1496,0.15,96
19.328,0.1488,0.15,96
19.333,0.1486,0.15,96
19.338,0.1481,0.15,96
19.343,0.1487,0.15,96
19.347,0.1482,0.15,96
19.353,0.1488,0.15,96
19.357,0.1482,0.15,96
19.362,0.1488,0.15,96
19.367,0.1483,0.15,96
19.372,0.1489,0.15,96
19.376,0.1484,0.15,96
19.382,0.1489,0.15,96
19.386,0.1493,0.15,96
19.391,0.1496,0.15,96
19.396,0.1492,0.15,96
19.401,0.1486,0.15,96
19.406,0.1491,0.15,96
19.411,0.1494,0.15,96
19.416,0.1497,0.15,96
19.421,0.1493,0.15,96
19.425,0.1488,0.15,96
19.43,0.1492,0.15,96
19.435,0.1496,0.15,96
19.44,0.1488,0.15,96
19.445,0.1484,0.15,96
19.45,0.149,0.15,96
19.454,0.1494,0.15,96
19.459,0.1497,0.15,96
19.464,0.1499,0.15,96
19.47,0.1503,0.15,96
19.474,0.1504,0.15,96
19.479,0.1499,0.15,96
19.484,0.15,0.15,96
19.489,0.1513,0.15,96
19.494,0.1511,0.15,96
19.499,0.1504,0.15,96
19.503,0.1504,0.15,96
19.508,0.1505,0.15,96
19.513,0.1505,0.15,96
19.518,0.1505,0.15,96
19.523,0.1496,0.15,96
19.528,0.1498,0.15,96
19.533,0.15,0.15,96
19.538,0.1495,0.15,96
19.542,0.1498,0.15,96
19.547,0.15,0.15,96
19.552,0.1502,0.15,96
19.557,0.1496,0.15,96
19.562,0.1498,0.15,96
19.566,0.15,0.15,96
19.572,0.1501,0.15,96
19.576,0.1493,0.15,96
19.581,0.1496,0.15,96
19.586,0.1498,0.15,96
19.591,0.1491,0.15,96
19.596,0.1494,0.15,96
19.601,0.1509,0.15,96
19.606,0.1508,0.15,96
19.611,0.1519,0.15,96
19.615,0.1516,0.15,96
19.62,0.1504,0.15,96
19.625,0.1504,0.15,96
19.63,0.1504,0.15,96
19.635,0.1505,0.15,96
19.64,0.1498,0.15,96
19.645,0.1512,0.15,96
19.65,0.151,0.15,96
19.655,0.1521,0.15,96
19.66,0.1517,0.15,96
19.664,0.1515,0.15,96
19.669,0.1504,0.15,96
19.674,0.1496,0.15,96
19.679,0.149,0.15,96
19.684,0.1494,0.15,96
19.689,0.1488,0.15,96
19.694,0.1484,0.15,96
19.699,0.1483,0.15,96
19.704,0.15,0.15,96
19.708,0.1502,0.15,96
19.713,0.1506,0.15,96
19.718,0.1506,0.15,96
19.723,0.1506,0.15,96
19.728,0.1498,0.15,96
19.733,0.15,0.15,96
19.738,0.1502,0.15,96
19.743,0.1504,0.15,96
19.748,0.1516,0.15,96
19.753,0.1503,0.15,96
19.757,0.1507,0.15,96
19.762,0.1507,0.15,96
19.767,0.1518,0.15,96
19.772,0.1509,0.15,96
19.777,0.1508,0.15,96
19.782,0.1508,0.15,96
19.787,0.1507,0.15,96
19.792,0.1501,0.15,96
19.796,0.1503,0.15,96
19.801,0.1504,0.15,96
19.806,0.1504,0.15,96
19.811,0.1499,0.15,96
19.816,0.1501,0.15,96
19.82,0.1496,0.15,96
19.825,0.1498,0.15,96
19.83,0.149,0.15,96
19.835,0.1494,0.15,96
19.84,0.1497,0.15,96
19.845,0.1499,0.15,96
19.85,0.1513,0.15,96
19.855,0.1522,0.15,96
19.86,0.1514,0.15,96
19.865,0.1514,0.15,96
19.869,0.1512,0.15,96
19.874,0.1511,0.15,96
19.879,0.1496,0.15,96
19.884,0.1498,0.15,96
19.889,0.1501,0.15,96
19.894,0.1502,0.15,96
19.899,0.1499,0.15,96
19.904,0.1512,0.15,96
19.909,0.1511,0.15,96
19.913,0.1509,0.15,96
19.918,0.1509,0.15,96
19.923,0.1508,0.15,96
19.928,0.1508,0.15,96
19.933,0.1508,0.15,96
19.938,0.1501,0.15,96
19.943,0.1502,0.15,96
19.947,0.1503,0.15,96
19.952,0.1516,0.15,96
19.957,0.1504,0.15,96
19.962,0.1504,0.15,96
19.967,0.1495,0.15,96
19.972,0.1498,0.15,96
19.977,0.149,0.15,96
19.982,0.1494,0.15,96
19.987,0.1498,0.15,96
19.991,0.149,0.15,96
19.996,0.1485,0.15,96
20.001,0.1483,0.15,96
20.006,0.1501,0.15,96
20.011,0.1502,0.15,96
20.016,0.1503,0.15,96
20.02,0.1511,0.15,96
20.025,0.151,0.15,96
20.03,0.1521,0.15,96
20.035,0.1509,0.15,96
20.04,0.1499,0.15,96
20.045,0.1501,0.15,96
20.05,0.1502,0.15,96
20.055,0.1514,0.15,96
20.059,0.1512,0.15,96
20.064,0.1501,0.15,96
20.069,0.1492,0.15,96
20.074,0.1488,0.15,96
20.079,0.1486,0.15,96
20.084,0.1503,0.15,96
20.089,0.1505,0.15,96
20.094,0.1495,0.15,96
20.099,0.1498,0.15,96
20.104,0.15,0.15,96
20.108,0.1501,0.15,96
20.114,0.1514,0.15,96
20.118,0.1508,0.15,96
20.123,0.1509,0.15,96
20.128,0.1509,0.15,96
20.133,0.1508,0.15,96
20.138,0.1513,0.15,96
20.143,0.1511,0.15,96
20.148,0.151,0.15,96
20.152,0.1499,0.15,96
20.157,0.1501,0.15,96
20.162,0.1502,0.15,96
20.167,0.1503,0.15,96
20.172,0.1504,0.15,96
20.177,0.1504,0.15,96
20.182,0.1505,0.15,96
20.186,0.1505,0.15,96
20.191,0.1506,0.15,96
20.196,0.1506,0.15,96
20.201,0.1496,0.15,96
20.206,0.15,0.15,96
20.211,0.1502,0.15,96
20.216,0.1503,0.15,96
20.221,0.1504,0.15,96
20.226,0.1516,0.15,96
20.23,0.1514,0.15,96
20.235,0.1503,0.15,96
20.24,0.1503,0.15,96
20.245,0.1495,0.15,96
20.25,0.1497,0.15,96
20.255,0.149,0.15,96
20.26,0.1488,0.15,96
20.265,0.1492,0.15,96
20.269,0.1486,0.15,96
20.274,0.1491,0.15,96
20.279,0.1479,0.15,96
20.284,0.1486,0.15,96
20.289,0.1491,0.15,96
20.293,0.1495,0.15,96
20.299,0.1497,0.15,96
20.303,0.1499,0.15,96
20.308,0.1501,0.15,96
20.313,0.1502,0.15,96
20.318,0.1488,0.15,96
20.323,0.1495,0.15,96
20.328,0.1488,0.15,96
20.333,0.1493,0.15,96
20.338,0.1496,0.15,96
20.342,0.1489,0.15,96
20.347,0.1483,0.15,96
20.352,0.1479,0.15,96
20.357,0.1486,0.15,96
20.362,0.1494,0.15,96
20.367,0.1487,0.15,96
20.372,0.1503,0.15,96
20.377,0.1504,0.15,96
20.381,0.1504,0.15,96
20.386,0.1516,0.15,96
20.391,0.1514,0.15,96
20.396,0.1512,0.15,96
20.401,0.1495,0.15,96
20.405,0.1498,0.15,96
20.411,0.1491,0.15,96
20.415,0.1494,0.15,96
20.42,0.1497,0.15,96
20.425,0.1499,0.15,96
20.43,0.1504,0.15,96
20.435,0.1504,0.15,96
20.44,0.1498,0.15,96
20.445,0.1503,0.15,96
20.45,0.1504,0.15,96
20.454,0.1504,0.15,96
20.459,0.151,0.15,96
20.465,0.1509,0.15,96
20.469,0.1508,0.15,96
20.474,0.1507,0.15,96
20.479,0.1507,0.15,96
20.484,0.1498,0.15,96
20.489,0.1499,0.15,96
20.494,0.1501,0.15,96
20.498,0.1486,0.15,96
20.503,0.1484,0.15,96
20.508,0.148,0.15,96
20.513,0.1477,0.15,96
20.518,0.1478,0.15,96
20.523,0.1485,0.15,96
20.528,0.149,0.15,96
20.532,0.1494,0.15,96
20.537,0.1497,0.15,96
20.542,0.1499,0.15,96
20.547,0.1491,0.15,96
20.552,0.1485,0.15,96
20.557,0.1483,0.15,96
20.562,0.1491,0.15,96
20.566,0.1485,0.15,96
20.571,0.149,0.15,96
20.576,0.1495,0.15,96
20.581,0.1494,0.15,96
20.586,0.1497,0.15,96
20.591,0.1499,0.15,96
20.595,0.1501,0.15,96
20.601,0.1504,0.15,96
20.606,0.1505,0.15,96
20.61,0.1495,0.15,96
20.615,0.149,0.15,96
20.62,0.1481,0.15,96
20.625,0.1477,0.15,96
20.63,0.1484,0.15,96
20.634,0.1481,0.15,96
20.639,0.1492,0.15,96
20.644,0.1495,0.15,96
20.649,0.1498,0.15,96
20.654,0.15,0.15,96
20.659,0.1491,0.15,96
20.664,0.1488,0.15,96
20.669,0.1493,0.15,96
20.673,0.1496,0.15,96
20.678,0.1501,0.15,96
20.683,0.1502,0.15,96
20.688,0.1503,0.15,96
20.693,0.1494,0.15,96
20.698,0.1499,0.15,96
20.703,0.1501,0.15,96
20.707,0.1502,0.15,96
20.712,0.1503,0.15,96
20.717,0.1504,0.15,96
20.722,0.1494,0.15,96
20.727,0.1497,0.15,96
20.732,0.15,0.15,96
20.737,0.1501,0.15,96
20.742,0.1492,0.15,96
20.746,0.1495,0.15,96
20.751,0.1498,0.15,96
20.756,0.15,0.15,96
20.761,0.1507,0.15,96
20.766,0.1497,0.15,96
20.771,0.1489,0.15,96
20.776,0.1493,0.15,96
20.781,0.149,0.15,96
20.786,0.1493,0.15,96
20.79,0.1487,0.15,96
20.795,0.1484,0.15,96
20.8,0.1479,0.15,96
20.805,0.1486,0.15,96
20.81,0.1481,0.15,96
20.815,0.1487,0.15,96
20.819,0.1487,0.15,96
20.825,0.1492,0.15,96
20.829,0.1496,0.15,96
20.834,0.1491,0.15,96
20.839,0.1486,0.15,96
20.844,0.1491,0.15,96
20.849,0.1486,0.15,96
20.854,0.149,0.15,96
20.858,0.1491,0.15,96
20.863,0.1485,0.15,96
20.868,0.1482,0.15,96
20.873,0.1488,0.15,96
20.878,0.1493,0.15,96
20.883,0.1497,0.15,96
20.887,0.1499,0.15,96
20.893,0.1493,0.15,96
20.897,0.1496,0.15,96
20.902,0.1499,0.15,96
20.907,0.1491,0.15,96
20.912,0.1494,0.15,96
20.917,0.1489,0.15,96
20.922,0.1487,0.15,96
20.927,0.1492,0.15,96
20.931,0.1487,0.15,96
20.936,0.1492,0.15,96
20.941,0.1489,0.15,96
20.946,0.1493,0.15,96
20.951,0.1496,0.15,96
20.956,0.1499,0.15,96
20.96,0.1494,0.15,96
20.965,0.1497,0.15,96
20.97,0.1499,0.15,96
20.975,0.1501,0.15,96
20.98,0.1496,0.15,96
20.985,0.1489,0.15,96
20.99,0.1484,0.15,96
20.994,0.1489,0.15,96
20.999,0.1493,0.15,96
21.004,0.1489,0.15,96
21.009,0.1484,0.15,96
21.014,0.148,0.15,96
21.019,0.1477,0.15,96
21.023,0.1484,0.15,96
21.029,0.149,0.15,96
21.033,0.1494,0.15,96
21.038,0.1487,0.15,96
21.043,0.1491,0.15,96
21.048,0.1495,0.15,96
21.053,0.1497,0.15,96
21.057,0.15,0.15,96
21.063,0.1491,0.15,96
21.067,0.1496,0.15,96
21.072,0.1498,0.15,96
21.077,0.1501,0.15,96
21.082,0.1502,0.15,96
21.087,0.1494,0.15,96
21.092,0.1497,0.15,96
21.097,0.1499,0.15,96
21.101,0.1486,0.15,96
21.106,0.1491,0.15,96
21.111,0.1495,0.15,96
21.116,0.1498,0.15,96
21.121,0.15,0.15,96
21.126,0.1502,0.15,96
21.131,0.1515,0.15,96
21.135,0.1512,0.15,96
21.14,0.1504,0.15,96
21.145,0.1505,0.15,96
21.15,0.1506,0.15,96
21.155,0.1505,0.15,96
21.16,0.1499,0.15,96
21.165,0.1501,0.15,96
21.17,0.1502,0.15,96
21.175,0.1503,0.15,96
21.18,0.1504,0.15,96
21.184,0.1504,0.15,96
21.189,0.1516,0.15,96
21.194,0.1514,0.15,96
21.199,0.1505,0.15,96
21.204,0.1496,0.15,96
21.209,0.1499,0.15,96
21.213,0.1491,0.15,96
21.218,0.1488,0.15,96
21.223,0.1495,0.15,96
21.228,0.1497,0.15,96
21.233,0.1499,0.15,96
21.238,0.1492,0.15,96
21.242,0.1495,0.15,96
21.247,0.1498,0.15,96
21.252,0.15,0.15,96
21.257,0.1504,0.15,96
21.262,0.1505,0.15,96
21.267,0.1505,0.15,96
21.272,0.1517,0.15,96
21.277,0.1514,0.15,96
21.282,0.1506,0.15,96
21.287,0.1505,0.15,96
21.292,0.1505,0.15,96
21.296,0.1508,0.15,96
21.301,0.1498,0.15,96
21.306,0.15,0.15,96
21.311,0.1513,0.15,96
21.316,0.1502,0.15,96
21.32,0.1503,0.15,96
21.326,0.1504,0.15,96
21.331,0.1495,0.15,96
21.335,0.15,0.15,96
21.34,0.1495,0.15,96
21.345,0.1498,0.15,96
21.35,0.15,0.15,96
21.355,0.1502,0.15,96
21.36,0.1503,0.15,96
21.365,0.1494,0.15,96
21.37,0.1497,0.15,96
21.374,0.1499,0.15,96
21.379,0.1494,0.15,96
21.384,0.1497,0.15,96
21.389,0.149,0.15,96
21.394,0.1494,0.15,96
21.398,0.149,0.15,96
21.404,0.1494,0.15,96
21.408,0.1497,0.15,96
21.413,0.1499,0.15,96
21.418,0.1501,0.15,96
21.423,0.1502,0.15,96
21.428,0.1503,0.15,96
21.432,0.1504,0.15,96
21.438,0.1504,0.15,96
21.442,0.1505,0.15,96
21.447,0.1517,0.15,96
21.452,0.1504,0.15,96
21.457,0.1495,0.15,96
21.462,0.1491,0.15,96
21.467,0.1486,0.15,96
21.472,0.1491,0.15,96
21.476,0.1485,0.15,96
21.481,0.149,0.15,96
21.486,0.1494,0.15,96
21.491,0.1497,0.15,96
21.496,0.149,0.15,96
21.501,0.1484,0.15,96
21.506,0.149,0.15,96
21.511,0.1493,0.15,96
21.516,0.1496,0.15,96
21.52,0.1492,0.15,96
21.525,0.1495,0.15,96
21.53,0.1498,0.15,96
21.535,0.15,0.15,96
21.54,0.1504,0.15,96
21.545,0.1505,0.15,96
21.55,0.1505,0.15,96
21.554,0.1496,0.15,96
21.559,0.1495,0.15,96
21.564,0.1497,0.15,96
21.569,0.1499,0.15,96
21.574,0.1494,0.15,96
21.579,0.1494,0.15,96
21.584,0.1497,0.15,96
21.588,0.1489,0.15,96
21.593,0.1483,0.15,96
21.598,0.1479,0.15,96
21.603,0.1476,0.15,96
21.608,0.1483,0.15,96
21.612,0.1489,0.15,96
21.618,0.1493,0.15,96
21.623,0.1486,0.15,96
21.627,0.1491,0.15,96
21.632,0.1495,0.15,96
21.637,0.1498,0.15,96
21.642,0.1486,0.15,96
21.647,0.1491,0.15,96
21.652,0.1494,0.15,96
21.656,0.1497,0.15,96
21.661,0.1492,0.15,96
21.666,0.1497,0.15,96
21.671,0.1499,0.15,96
21.676,0.1501,0.15,96
21.681,0.1496,0.15,96
21.685,0.1492,0.15,96
21.69,0.1495,0.15,96
21.695,0.1498,0.15,96
21.7,0.1492,0.15,96
21.705,0.1496,0.15,96
21.71,0.1498,0.15,96
21.715,0.15,0.15,96
21.72,0.1513,0.15,96
21.724,0.1512,0.15,96
21.73,0.1511,0.15,96
21.734,0.151,0.15,96
21.739,0.1499,0.15,96
21.744,0.1504,0.15,96
21.749,0.1495,0.15,96
21.754,0.1488,0.15,96
21.759,0.1487,0.15,96
21.763,0.1485,0.15,96
21.768,0.149,0.15,96
21.773,0.1494,0.15,96
21.778,0.1497,0.15,96
21.783,0.1499,0.15,96
21.788,0.1501,0.15,96
21.792,0.1493,0.15,96
21.798,0.1496,0.15,96
21.802,0.1495,0.15,96
21.807,0.1489,0.15,96
21.812,0.1485,0.15,96
21.817,0.149,0.15,96
21.822,0.15,0.15,96
21.826,0.1501,0.15,96
21.831,0.1502,0.15,96
21.836,0.1494,0.15,96
21.841,0.1497,0.15,96
21.846,0.1499,0.15,96
21.851,0.1501,0.15,96
21.856,0.1502,0.15,96
21.86,0.149,0.15,96
21.866,0.1494,0.15,96
21.871,0.1497,0.15,96
21.876,0.1499,0.15,96
21.88,0.1495,0.15,96
21.885,0.1497,0.15,96
21.89,0.15,0.15,96
21.895,0.1492,0.15,96
21.9,0.1485,0.15,96
21.904,0.149,0.15,96
21.91,0.1506,0.15,96
21.914,0.1506,0.15,96
21.919,0.149,0.15,96
21.924,0.1484,0.15,96
21.929,0.1489,0.15,96
21.934,0.1487,0.15,96
21.938,0.1482,0.15,96
21.944,0.1488,0.15,96
21.948,0.1492,0.15,96
21.953,0.1497,0.15,96
21.958,0.1499,0.15,96
21.963,0.1501,0.15,96
21.968,0.1502,0.15,96
21.972,0.1503,0.15,96
21.977,0.1496,0.15,96
21.983,0.1493,0.15,96
21.987,0.1496,0.15,96
21.992,0.1499,0.15,96
21.997,0.1501,0.15,96
22.001,0.1502,0.15,96
22.007,0.1514,0.15,96
22.012,0.1512,0.15,96
22.016,0.1511,0.15,96
22.021,0.1504,0.15,96
22.026,0.1495,0.15,96
22.031,0.1497,0.15,96
22.036,0.1499,0.15,96
22.041,0.1494,0.15,96
22.045,0.1497,0.15,96
22.051,0.1499,0.15,96
22.055,0.1501,0.15,96
22.06,0.1502,0.15,96
22.065,0.1514,0.15,96
22.07,0.1514,0.15,96
22.075,0.1512,0.15,96
22.08,0.151,0.15,96
22.084,0.1509,0.15,96
22.089,0.151,0.15,96
22.094,0.1499,0.15,96
22.099,0.1494,0.15,96
22.104,0.1497,0.15,96
22.109,0.1499,0.15,96
22.113,0.1501,0.15,96
22.119,0.1503,0.15,96
22.123,0.1503,0.15,96
22.128,0.1494,0.15,96
22.133,0.1497,0.15,96
22.138,0.149,0.15,96
22.143,0.1493,0.15,96
22.148,0.1497,0.15,96
22.153,0.1499,0.15,96
22.157,0.1501,0.15,96
22.163,0.1496,0.15,96
22.167,0.1498,0.15,96
22.172,0.15,0.15,96
22.177,0.1502,0.15,96
22.182,0.1494,0.15,96
22.187,0.1509,0.15,96
22.191,0.1499,0.15,96
22.196,0.1501,0.15,96
22.201,0.1496,0.15,96
22.206,0.1498,0.15,96
22.211,0.15,0.15,96
22.216,0.1513,0.15,96
22.221,0.1505,0.15,96
22.226,0.1505,0.15,96
22.231,0.1505,0.15,96
22.235,0.1505,0.15,96
22.24,0.1506,0.15,96
22.245,0.1496,0.15,96
22.25,0.1489,0.15,96
22.255,0.1493,0.15,96
22.259,0.149,0.15,96
22.264,0.1494,0.15,96
22.269,0.1497,0.15,96
22.274,0.149,0.15,96
22.279,0.1484,0.15,96
22.284,0.149,0.15,96
22.289,0.1494,0.15,96
22.293,0.1497,0.15,96
22.299,0.1499,0.15,96
22.303,0.15,0.15,96
22.308,0.1502,0.15,96
22.313,0.1494,0.15,96
22.318,0.1497,0.15,96
22.323,0.1491,0.15,96
22.328,0.1494,0.15,96
22.332,0.1509,0.15,96
22.337,0.1499,0.15,96
22.342,0.1491,0.15,96
22.347,0.1494,0.15,96
22.352,0.1489,0.15,96
22.357,0.1493,0.15,96
22.362,0.1496,0.15,96
22.367,0.1499,0.15,96
22.371,0.15,0.15,96
22.376,0.1514,0.15,96
22.381,0.1508,0.15,96
22.386,0.1507,0.15,96
22.391,0.1497,0.15,96
22.396,0.149,0.15,96
22.401,0.1484,0.15,96
22.405,0.1501,0.15,96
22.41,0.1492,0.15,96
22.415,0.1486,0.15,96
22.42,0.1493,0.15,96
22.425,0.1499,0.15,96
22.43,0.1501,0.15,96
22.435,0.1494,0.15,96
22.44,0.1486,0.15,96
22.445,0.1494,0.15,96
22.45,0.1497,0.15,96
22.454,0.1499,0.15,96
22.459,0.1493,0.15,96
22.464,0.1508,0.15,96
22.469,0.1499,0.15,96
22.474,0.1501,0.15,96
22.479,0.1505,0.15,96
22.484,0.1505,0.15,96
22.489,0.1505,0.15,96
22.493,0.1517,0.15,96
22.498,0.1514,0.15,96
22.503,0.1502,0.15,96
22.508,0.1493,0.15,96
22.513,0.1496,0.15,96
22.518,0.1489,0.15,96
22.523,0.1486,0.15,96
22.527,0.1491,0.15,96
22.532,0.1495,0.15,96
22.537,0.1497,0.15,96
22.542,0.1499,0.15,96
22.547,0.1492,0.15,96
22.552,0.1495,0.15,96
22.556,0.1498,0.15,96
22.561,0.1493,0.15,96
22.567,0.1496,0.15,96
22.571,0.1499,0.15,96
22.576,0.15,0.15,96
22.581,0.1495,0.15,96
22.586,0.1489,0.15,96
22.59,0.1483,0.15,96
22.596,0.1489,0.15,96
22.6,0.1489,0.15,96
22.605,0.1493,0.15,96
22.61,0.1487,0.15,96
22.615,0.1492,0.15,96
22.62,0.1491,0.15,96
22.625,0.1486,0.15,96
22.629,0.1484,0.15,96
22.634,0.1481,0.15,96
22.639,0.1478,0.15,96
22.644,0.1475,0.15,96
22.649,0.1483,0.15,96
22.653,0.149,0.15,96
22.659,0.1494,0.15,96
22.664,0.1497,0.15,96
22.668,0.1491,0.15,96
22.673,0.1486,0.15,96
22.678,0.1491,0.15,96
22.683,0.1479,0.15,96
22.688,0.1486,0.15,96
22.693,0.1491,0.15,96
22.698,0.1494,0.15,96
22.703,0.1497,0.15,96
22.707,0.1499,0.15,96
22.712,0.1494,0.15,96
22.717,0.1487,0.15,96
22.722,0.1486,0.15,96
22.727,0.1481,0.15,96
22.731,0.149,0.15,96
22.736,0.1484,0.15,96
22.741,0.1483,0.15,96
22.746,0.1479,0.15,96
22.751,0.1487,0.15,96
22.756,0.1482,0.15,96
22.761,0.1488,0.15,96
22.765,0.1483,0.15,96
22.77,0.1491,0.15,96
22.775,0.1494,0.15,96
22.78,0.1487,0.15,96
22.785,0.1494,0.15,96
22.79,0.1498,0.15,96
22.795,0.1512,0.15,96
22.8,0.1504,0.15,96
22.804,0.1504,0.15,96
22.809,0.1504,0.15,96
22.814,0.1504,0.15,96
22.819,0.1516,0.15,96
22.824,0.1516,0.15,96
22.829,0.1506,0.15,96
22.834,0.1496,0.15,96
22.839,0.1499,0.15,96
22.844,0.1512,0.15,96
22.849,0.1511,0.15,96
22.853,0.1501,0.15,96
22.858,0.1502,0.15,96
22.863,0.1497,0.15,96
22.868,0.1499,0.15,96
22.873,0.1492,0.15,96
22.878,0.1495,0.15,96
22.883,0.1498,0.15,96
22.887,0.15,0.15,96
22.892,0.1495,0.15,96
22.897,0.1497,0.15,96
22.902,0.1493,0.15,96
22.907,0.1496,0.15,96
22.912,0.1499,0.15,96
22.917,0.1501,0.15,96
22.921,0.1495,0.15,96
22.926,0.1488,0.15,96
22.931,0.1493,0.15,96
22.936,0.1496,0.15,96
22.941,0.1499,0.15,96
22.946,0.1501,0.15,96
22.951,0.1504,0.15,96
22.955,0.1504,0.15,96
22.961,0.151,0.15,96
22.965,0.1509,0.15,96
22.97,0.1508,0.15,96
22.975,0.1508,0.15,96
22.98,0.1512,0.15,96
22.985,0.15,0.15,96
22.99,0.1502,0.15,96
22.995,0.1493,0.15,96
22.999,0.1487,0.15,96
23.004,0.1484,0.15,96
23.009,0.148,0.15,96
23.014,0.1486,0.15,96
23.019,0.1483,0.15,96
23.024,0.1479,0.15,96
23.029,0.1485,0.15,96
23.034,0.149,0.15,96
23.039,0.1485,0.15,96
23.043,0.1488,0.15,96
23.048,0.1493,0.15,96
23.053,0.1496,0.15,96
23.058,0.1491,0.15,96
23.063,0.1481,0.15,96
23.068,0.1487,0.15,96
23.072,0.1492,0.15,96
23.077,0.1496,0.15,96
23.082,0.1491,0.15,96
23.087,0.1495,0.15,96
23.092,0.1498,0.15,96
23.097,0.1492,0.15,96
23.102,0.1489,0.15,96
23.107,0.1493,0.15,96
23.112,0.1497,0.15,96
23.116,0.1499,0.15,96
23.121,0.1499,0.15,96
23.126,0.1491,0.15,96
23.131,0.1495,0.15,96
23.136,0.1498,0.15,96
23.141,0.1493,0.15,96
23.146,0.1508,0.15,96
23.151,0.1507,0.15,96
23.155,0.1507,0.15,96
23.16,0.15,0.15,96
23.165,0.1501,0.15,96
23.17,0.1503,0.15,96
23.175,0.1496,0.15,96
23.18,0.1488,0.15,96
23.184,0.1483,0.15,96
23.189,0.1488,0.15,96
23.194,0.1485,0.15,96
23.199,0.1492,0.15,96
23.204,0.1495,0.15,96
23.209,0.15,0.15,96
23.214,0.1513,0.15,96
23.219,0.1503,0.15,96
23.224,0.1497,0.15,96
23.228,0.1491,0.15,96
23.233,0.1486,0.15,96
23.238,0.1491,0.15,96
23.243,0.1485,0.15,96
23.248,0.1493,0.15,96
23.253,0.1496,0.15,96
23.258,0.1498,0.15,96
23.262,0.15,0.15,96
23.267,0.1502,0.15,96
23.272,0.1494,0.15,96
23.277,0.1496,0.15,96
23.282,0.1492,0.15,96
23.287,0.1495,0.15,96
23.292,0.1498,0.15,96
23.297,0.15,0.15,96
23.301,0.1493,0.15,96
23.306,0.1496,0.15,96
23.311,0.1498,0.15,96
23.316,0.15,0.15,96
23.321,0.1502,0.15,96
23.326,0.1503,0.15,96
23.331,0.1515,0.15,96
23.335,0.1512,0.15,96
23.34,0.1504,0.15,96
23.345,0.1495,0.15,96
23.35,0.1498,0.15,96
23.355,0.1499,0.15,96
23.359,0.1491,0.15,96
23.365,0.1497,0.15,96
23.37,0.1511,0.15,96
23.374,0.1509,0.15,96
23.379,0.1511,0.15,96
23.384,0.1501,0.15,96
23.389,0.1502,0.15,96
23.394,0.1515,0.15,96
23.399,0.1512,0.15,96
23.404,0.1504,0.15,96
23.409,0.1495,0.15,96
23.414,0.149,0.15,96
23.418,0.1484,0.15,96
23.423,0.1484,0.15,96
23.428,0.148,0.15,96
23.433,0.1477,0.15,96
23.437,0.1484,0.15,96
23.443,0.149,0.15,96
23.448,0.1494,0.15,96
23.452,0.1496,0.15,96
23.457,0.149,0.15,96
23.462,0.1488,0.15,96
23.467,0.1483,0.15,96
23.472,0.1489,0.15,96
23.476,0.1483,0.15,96
23.481,0.1489,0.15,96
23.487,0.1493,0.15,96
23.491,0.1496,0.15,96
23.496,0.1499,0.15,96
23.501,0.1496,0.15,96
23.506,0.1499,0.15,96
23.511,0.1491,0.15,96
23.515,0.1495,0.15,96
23.52,0.1493,0.15,96
23.525,0.1497,0.15,96
23.53,0.1499,0.15,96
